,factor_1,trade_date,close_chg,img_neg,tex_neg,SENT_INDEX_R_EX,opt_profit,trade_year
28,0.027404414,20140218,-0.6476849859920142,0.0,0.0,-0.6112031741335731,15.650583656239982,2014
29,0.026495202,20140219,0.5828156973457732,0.0,0.0,-0.6441590850365746,15.722167621093163,2014
30,0.032043252,20140220,-1.224281864195098,0.0,0.333333,-0.5775660021158122,15.664930571579683,2014
31,0.060489107,20140221,-0.6881062105911107,0.333333,1.0,-0.6130666033583796,15.637737091511111,2014
32,0.0055855424,20140224,-0.969286386769741,0.142857,0.142857,-0.6472773525126194,15.574848458952056,2014
33,0.025457371,20140225,-3.206303666763654,0.0,0.0,-0.6800577159929851,15.555896680758384,2014
34,0.0,20140226,0.4456530477425557,0.666667,0.0,-0.7096877438327469,15.558166536553916,2014
35,0.02431678,20140227,-0.9475523015464282,0.0,0.0,-0.7360136722897068,15.498241032098978,2014
36,0.030422045,20140228,1.0809804355539798,0.333333,0.666667,-0.7612260019553964,15.381222214767195,2014
37,0.0,20140303,1.336340824256399,0.333333,0.333333,-0.7725626633092758,15.13929510221104,2014
38,0.023045285,20140304,-0.1193534336405233,0.0,0.0,-0.7698183090890233,15.121628753280149,2014
39,0.027935151,20140305,-0.5775642720526886,0.0,0.333333,-0.7666733433152876,15.013795948679686,2014
40,0.0,20140306,0.2041161700760962,0.333333,0.0,-0.7642791025338441,15.049462536564,2014
41,0.02311834,20140307,-0.2812512925151389,0.0,0.0,-0.7624324699270385,15.053595777998632,2014
42,0.0,20140310,-3.4726734781346247,0.142857,0.0,-0.7619025237296714,14.936369341944763,2014
43,0.02793687,20140311,0.188348867937349,0.0,0.333333,-0.7616428395078321,14.95816951943622,2014
44,0.0,20140312,0.0468199932093238,0.333333,0.333333,-0.7609227713827126,15.187816418590636,2014
45,0.023378825,20140313,1.2649771725384618,0.0,0.0,-0.7611964904468072,15.217264240557702,2014
46,0.02825144,20140314,-0.5506813844292302,0.0,0.25,-0.761098759147994,15.083938900225604,2014
47,0.0,20140317,1.5849254716111094,0.666667,0.0,-0.7649907181877957,14.98027064984072,2014
48,0.022813763,20140318,0.1847234734996927,0.0,0.0,-0.7690696698493285,14.947015913021636,2014
49,0.034064125,20140319,-0.4269735764352411,0.0,0.5,-0.7728355122145703,14.64937335975948,2014
50,0.0,20140320,-2.153473491133373,0.666667,0.333333,-0.7758574051838125,14.642472374728118,2014
51,0.022093583,20140321,2.530712706510307,0.0,0.0,-0.7786725780079438,14.595553690073531,2014
52,0.0010947227,20140324,0.6416608513607702,0.125,0.0,-0.7747281422055111,14.496677267976787,2014
53,0.0,20140325,-0.0249619503603804,0.333333,0.0,-0.7697335983972245,14.585521113412096,2014
54,0.049165998,20140326,0.1432202713902874,0.0,0.666667,-0.7650467954681239,14.613084612053791,2014
55,0.022641363,20140327,-1.2601288177851775,0.0,0.0,-0.7614337710834755,14.723991562975852,2014
56,0.0,20140328,-1.2758600131163034,0.25,0.25,-0.7593197107296612,14.555205997420458,2014
57,0.027105834,20140331,-0.4898704454304403,0.0,0.333333,-0.7525573088155149,14.255079746635364,2014
58,0.021639308,20140401,1.204109608601911,0.0,0.0,-0.7462722457355286,13.87112486881524,2014
59,0.0,20140402,0.2447997686042535,0.333333,0.0,-0.7425488263594274,13.808322556717828,2014
60,0.021710465,20140403,-0.3782667290660124,0.0,0.0,-0.7396027794305375,13.8541212483594,2014
61,0.02217729,20140404,1.0483335452606155,0.0,0.0,-0.7156875140715637,13.80744544760892,2014
62,0.0017827217,20140408,1.6131625676374606,0.142857,0.142857,-0.7253213452308971,13.802727021582331,2014
63,0.021694552,20140409,0.5393895403837057,0.0,0.0,-0.7351398813881587,13.78476427570284,2014
64,0.026926527,20140410,0.9984021459829462,0.0,0.25,-0.7125640772477001,13.825824064806664,2014
65,0.0,20140411,-0.2906651760760215,0.333333,0.0,-0.6931361914471273,13.763146474259536,2014
66,0.0,20140414,0.3197124286932418,0.5,0.0,-0.7062106178420379,13.875171434090644,2014
67,0.02651389,20140415,-1.1481095140685629,0.0,0.333333,-0.7191390166777194,13.789427802174828,2014
68,0.0,20140416,0.0976435359979044,0.333333,0.0,-0.7321327296010921,13.684609542919585,2014
69,0.049849603,20140417,-0.1701105204971242,0.0,0.666667,-0.7437355141372789,13.517693394559918,2014
70,0.0,20140418,0.1978290236091862,0.333333,0.333333,-0.7550503962429483,13.52612535227137,2014
71,8.01991e-05,20140421,-1.5866932655358656,0.142857,0.142857,-0.7753336747611299,13.329828077660716,2014
72,0.03497343,20140422,-0.1644611030367948,0.0,0.5,-0.7938877663263325,13.191599061674712,2014
73,0.01917252,20140423,-0.235779238192757,0.0,0.0,-0.8104573282192417,13.073549286124486,2014
74,0.024050573,20140424,-0.5777501605831126,0.0,0.333333,-0.8254543696339478,13.081091880669575,2014
75,0.018744044,20140425,-1.5596855348120275,0.0,0.0,-0.8399484874873688,13.215752179041896,2014
76,0.0,20140428,-2.3612582438944485,0.166667,0.166667,-0.8384831798484531,12.98239330947164,2014
77,0.05023719,20140429,1.1916460570105205,0.0,0.666667,-0.8365407244945338,12.966945169306356,2014
78,0.024101373,20140430,0.4592041183966833,0.0,0.333333,-0.8028029839206524,12.87796178615602,2014
79,0.0,20140505,0.4617767444200504,0.222222,0.0,-0.8086117771115976,12.675855568952208,2014
80,0.0,20140506,0.3523419111597592,0.333333,0.333333,-0.812359353231577,12.528510843290436,2014
81,0.050416697,20140507,-1.318158000734293,0.0,0.666667,-0.8155505592543759,12.5270952825612,2014
82,0.018087264,20140508,-0.0158933699362262,0.0,0.0,-0.8186687551286121,12.46358307865706,2014
83,0.021984354,20140509,-0.5476858826377162,0.0,0.25,-0.8215344724522584,12.504240113994772,2014
84,0.0,20140512,2.225330112428936,0.375,0.25,-0.8253375295482425,12.4248928209287,2014
85,0.017862482,20140513,-0.1613298698345144,0.0,0.0,-0.8288644115422041,12.448832931181917,2014
86,0.017824162,20140514,-0.0580159953302517,0.0,0.0,-0.8304908890666353,12.444856108321094,2014
87,0.041618817,20140515,-1.5826549000334755,0.333333,0.666667,-0.8327165517318939,12.475393316155936,2014
88,0.07304541,20140516,-0.1154333273023389,0.0,1.0,-0.8357732489554697,12.39313261664116,2014
89,0.0067053554,20140519,-0.9296057326894424,0.142857,0.285714,-0.8393438593925033,12.420095805534618,2014
90,0.017483972,20140520,0.2245259905289565,0.0,0.0,-0.8429936679412001,12.392578470143023,2014
91,0.01735022,20140521,0.9019297355872036,0.0,0.0,-0.8463561294759622,12.353096196923891,2014
92,0.017283393,20140522,-0.0784665396256101,0.0,0.0,-0.849580766400814,12.35414579178765,2014
93,0.02362464,20140523,0.959708179232388,0.0,0.333333,-0.8524938788444828,12.38778197915169,2014
94,0.0,20140526,0.8025492318610938,0.142857,0.0,-0.8545455754448765,12.305423709781708,2014
95,0.041791122,20140527,-0.3783447417548213,0.333333,0.666667,-0.8568735241698243,12.368226598032724,2014
96,0.017018732,20140528,1.1343477500437071,0.0,0.0,-0.8587217425985003,12.305365135498048,2014
97,0.0,20140529,-0.9031584074200794,0.333333,0.333333,-0.8605047979910585,12.426135701847985,2014
98,0.0,20140530,0.1552817152218777,0.666667,0.333333,-0.8615714461018293,12.408514434150334,2014
99,0.0,20140603,-0.2211822940373142,0.222222,0.111111,-0.8592838728771345,12.287884068522978,2014
100,0.012346358,20140604,-0.8549719523582189,0.5,0.5,-0.8571747134493632,12.323209903031325,2014
101,0.017078988,20140605,1.1635723143837984,0.0,0.0,-0.8554018579907773,12.297255170752504,2014
102,0.017134488,20140606,-0.499587822280334,0.0,0.0,-0.8537494529371445,12.311713751678449,2014
103,0.017247975,20140609,-0.3249698242306253,0.0,0.0,-0.8507844165447599,12.346981901798712,2014
104,0.0,20140610,1.2507344616575322,0.333333,0.333333,-0.848157418448221,12.322152060321876,2014
105,0.0,20140611,0.2883863457026736,0.333333,0.333333,-0.8458135914487088,12.33918649988692,2014
106,0.0,20140612,-0.2215777180317624,0.333333,0.0,-0.8430707284116599,12.314738353794048,2014
107,0.017304333,20140613,1.0675615465674635,0.0,0.0,-0.8407825114347104,12.236219265810917,2014
108,0.020368265,20140616,0.6766662118238065,0.142857,0.428571,-0.8389509296258898,13.323932503848749,2014
109,0.03894493,20140617,-0.9449273146201254,0.333333,0.666667,-0.8366623668470298,13.336470764356775,2014
110,0.024199663,20140618,-0.5701194268633247,0.0,0.333333,-0.8346268871681312,13.375474488398318,2014
111,0.019123621,20140619,-2.1488833922012174,0.0,0.0,-0.8331071150203408,13.371183080212536,2014
112,0.024140906,20140620,0.7327460306584932,0.0,0.333333,-0.8317472726486965,13.305479892176676,2014
113,0.02330894,20140623,0.4657323381481726,0.0,0.285714,-0.8283027011570465,13.23644003420348,2014
114,0.0,20140624,0.5968372968080837,0.666667,0.333333,-0.8262057518746528,13.07760250804431,2014
115,0.0,20140625,-0.5029735655512679,0.25,0.0,-0.8241588925460579,13.114535705883798,2014
116,0.0,20140626,1.0918437456612695,0.333333,0.0,-0.8222692443981326,13.241235888083713,2014
117,0.025098247,20140627,0.408848884381352,0.0,0.333333,-0.724159113349323,13.280426916315005,2014
118,0.025002573,20140630,0.8434778644052399,0.0,0.333333,-0.7326731656081958,13.26070894305561,2014
119,0.03900636,20140701,0.3102241821836715,0.333333,0.666667,-0.6929233532676863,13.241296850094134,2014
120,0.02344868,20140702,0.4600833489352585,0.0,0.0,-0.6575066568450645,13.25421674528085,2014
121,0.0,20140703,0.5960248901650811,0.333333,0.0,-0.5344175656864596,13.235894383122618,2014
122,0.025854046,20140704,-0.127624536846449,0.0,0.25,-0.4713407703942764,13.22140219493288,2014
123,0.0,20140707,-0.0504967228657338,0.142857,0.0,-0.501204645413657,12.968937122746585,2014
124,0.024031514,20140708,0.4839136516577857,0.0,0.333333,-0.5291444758243649,12.97875117786731,2014
125,0.027455267,20140709,-1.473480430551799,0.0,0.0,-0.5549222401360113,12.955466390087716,2014
126,0.02660523,20140710,-0.1287921655482748,0.0,0.0,-0.5785070524521996,12.95077258786922,2014
127,0.02414166,20140711,0.5551114046369321,0.0,0.333333,-0.5992509194021068,12.95268360785234,2014
128,0.02569025,20140714,1.2074514236726896,0.0,0.125,-0.6200133185972738,13.161329793593676,2014
129,0.03842525,20140715,-0.0911947537400093,0.333333,0.666667,-0.6386320230859651,13.329969237392104,2014
130,0.0,20140716,-0.6177503222079106,0.333333,0.0,-0.6551736813260601,13.37608847507847,2014
131,0.0254207,20140717,-0.5689597049940431,0.0,0.333333,-0.6698725685997698,13.400277206640936,2014
132,0.025240013,20140718,0.2241811162005502,0.0,0.333333,-0.6827561789039517,13.296736932264851,2014
133,0.012300918,20140721,-0.0856057991025172,0.166667,0.333333,-0.6433703668729883,13.026917149155889,2014
134,0.0,20140722,1.2710224838660578,0.333333,0.333333,-0.6543591399326981,12.9511710426173,2014
135,0.0,20140723,-0.4008446735418669,0.333333,0.0,-0.6648914733473075,12.975564965783937,2014
136,0.049230967,20140724,0.6470153036759019,0.0,0.666667,-0.6732971887131817,12.98093012822941,2014
137,0.022236448,20140725,0.9760247749664108,0.0,0.0,-0.6803852204879381,12.80381778878939,2014
138,0.0,20140728,2.297169318499681,0.166667,0.166667,-0.6896685915812113,12.595267497874907,2014
139,0.0,20140729,0.7162412817226738,0.333333,0.333333,-0.6990686516785847,12.56734686106649,2014
140,0.023520222,20140730,0.0634602866180333,0.0,0.333333,-0.7038518367994684,12.487992200339184,2014
141,0.023630707,20140731,0.9833375286452783,0.0,0.333333,-0.7096601358664246,12.533344411583444,2014
142,0.024629567,20140801,-0.9841213318010468,0.0,0.0,-0.6190440558643511,12.619523931625022,2014
143,0.023544647,20140804,1.7187321203798955,0.0,0.333333,-0.493481752356367,12.661346588607426,2014
144,0.0005658403,20140805,0.2478127551249986,0.25,0.25,-0.5240532274572878,12.69575690522496,2014
145,0.0010518006,20140806,0.1183098049651665,0.25,0.25,-0.505585516411369,12.66569320063094,2014
146,0.023380736,20140807,-1.1618448610461685,0.0,0.333333,-0.535712967362147,12.512298758568754,2014
147,0.046260297,20140808,0.468516106456196,0.0,0.666667,-0.5630747471705578,12.561317887498516,2014
148,0.027330318,20140811,1.4825206398348725,0.0,0.0,-0.5459636137898801,12.480787061242545,2014
149,0.0039896243,20140812,0.104233865201464,0.333333,0.333333,-0.5790253875223046,12.151266875477674,2014
150,0.034291692,20140813,0.0447611942667514,0.0,0.5,-0.6085275014023528,12.05879344950574,2014
151,0.023006922,20140814,-0.7072912237502615,0.0,0.333333,-0.6352451632123884,12.085683910958318,2014
152,0.0017394351,20140815,1.0740867386559438,0.333333,0.333333,-0.6586697463851524,12.050699996468676,2014
153,0.0010128233,20140818,1.0778492339018175,0.142857,0.142857,-0.6851313223243096,12.006571690616674,2014
154,0.0,20140819,0.2095799954330512,0.333333,0.333333,-0.7100457569690465,12.263180192760274,2014
155,0.027204446,20140820,-0.1975920613565662,0.666667,0.666667,-0.7321869674735477,12.348352598807931,2014
156,0.022578016,20140821,-0.1332399194305056,0.0,0.25,-0.7518015511849729,12.34124288920111,2014
157,0.0,20140822,0.6113411296030602,0.25,0.0,-0.7700811224636229,12.430178261794438,2014
158,0.009333861,20140825,-0.8189883268482467,0.142857,0.285714,-0.7387413793831376,12.305656559785044,2014
159,0.048926946,20140826,-1.3470634205744236,0.0,0.666667,-0.7104290622382841,12.173782664061909,2014
160,0.049492516,20140827,0.3149586258895942,0.0,0.666667,-0.731559975815932,12.284992369212526,2014
161,0.019812373,20140828,-0.7909500597811148,0.0,0.0,-0.7507623598384345,12.682420191692476,2014
162,0.036141362,20140829,1.1249172854937095,0.0,0.5,-0.7699680534625593,12.519133329423656,2014
163,0.0,20140901,1.3001751269196005,0.166667,0.166667,-0.7842266662530359,12.625165274060782,2014
164,0.02395019,20140902,1.417671747983329,0.0,0.333333,-0.7972975015335524,12.58843160714272,2014
165,0.0,20140903,0.8412359460673757,0.333333,0.0,-0.8082391377064273,12.565508523163444,2014
166,0.05039004,20140904,0.8372694762794008,0.0,0.666667,-0.8156665100788826,12.580046431715411,2014
167,0.018244926,20140905,0.6666142170687062,0.0,0.0,-0.8216152589997412,12.606572675521912,2014
168,0.0,20140909,0.2852599653119236,0.25,0.125,-0.7848287144795313,12.37007601279857,2014
169,0.02258772,20140910,0.0344695289363983,0.0,0.25,-0.7508327141772089,12.340735979856284,2014
170,0.023288915,20140911,-0.2022514329888536,0.0,0.0,-0.646158654308625,12.302552688142228,2014
171,0.03520601,20140912,0.9301403917518324,0.0,0.5,-0.6723750441504702,12.358934486397237,2014
172,0.0,20140915,0.5440764384262442,0.142857,0.0,-0.6161952472525591,12.02775200218102,2014
173,0.03480831,20140916,-2.6657199070992177,0.0,0.5,-0.6379455221096952,12.073563477790032,2014
174,0.025630588,20140917,0.6696353937109656,0.25,0.5,-0.6568816187829509,12.076345565908529,2014
175,0.022094836,20140918,0.5413843496745008,0.0,0.0,-0.6705636496612882,12.0352937289434,2014
176,0.021395769,20140919,0.8495980251125523,0.0,0.0,-0.6867605347079594,12.00609948791488,2014
177,0.04576994,20140922,-1.479110211131296,0.0,0.625,-0.7033042629333122,12.026215379159929,2014
178,0.0253631,20140923,1.1310500751111618,0.25,0.5,-0.7189595942577626,12.022848743812828,2014
179,0.0,20140924,1.524276342334541,0.25,0.0,-0.7331732787920516,12.030647371259851,2014
180,0.021734644,20140925,-0.0591724686106132,0.0,0.25,-0.7468917064377653,12.037900776808916,2014
181,0.0216159,20140926,0.2468452121454856,0.0,0.25,-0.7567373858619856,12.00913942109702,2014
182,0.0089183515,20140929,0.7501718960278847,0.1,0.2,-0.7231347409719016,11.917650931304667,2014
183,0.021029487,20140930,0.4657674079475038,0.0,0.0,-0.6947221426143827,11.953118506112157,2014
184,0.0,20141008,1.306056805778133,0.416667,0.25,-0.6620119672852174,12.093521516950828,2014
185,0.022028428,20141009,0.2707961406535064,0.0,0.25,-0.6801377715469256,12.089607184200151,2014
186,0.02645379,20141010,-0.4886887138627505,0.25,0.5,-0.5501587328766089,12.093231676718364,2014
187,0.0,20141013,-0.2130922499899545,0.3,0.2,-0.4526849323654617,11.726307107687974,2014
188,0.029300526,20141014,-0.2849216033891322,0.0,0.0,-0.4386065520790519,11.673113964104868,2014
189,0.022457534,20141015,0.5403002822722769,0.0,0.333333,-0.4737310493241801,11.37095298666586,2014
190,0.0,20141016,-1.1678044243367158,0.5,0.0,-0.4588901781963407,11.307101094586733,2014
191,0.028630642,20141017,-0.6814260568494102,0.25,0.5,-0.4921490944051643,11.246390863604006,2014
192,0.0063460795,20141020,1.0329539206625826,0.111111,0.111111,-0.5336877552365183,11.244030083877542,2014
193,0.019100314,20141021,-0.8568186554894219,0.0,0.25,-0.5729956701019641,11.11494775230737,2014
194,0.033608627,20141022,-0.926996473033892,0.0,0.5,-0.6109282223561139,11.10805624221742,2014
195,0.0,20141023,-1.30758054867105,0.25,0.0,-0.6451283401750855,11.13432340512027,2014
196,0.018345105,20141024,0.0534500674844506,0.0,0.25,-0.6769444489205885,10.904025683754124,2014
197,0.0,20141027,0.0337241957674594,0.1,0.0,-0.7097333915599311,10.860560083717797,2014
198,0.0,20141028,2.3181297436631665,0.25,0.25,-0.740846453231766,10.82813484945178,2014
199,0.0,20141029,1.4089353091085055,0.25,0.0,-0.7692425622127533,10.822591276181258,2014
200,0.0,20141030,0.3479150972149458,0.25,0.0,-0.7931426261313117,10.412902469157611,2014
201,0.017355338,20141031,0.5948492246329318,0.0,0.25,-0.7148395970905177,10.12153702454192,2014
202,0.010913404,20141103,0.6463061708139595,0.111111,0.222222,-0.6979119852114734,10.046862754077225,2014
203,0.0350091,20141104,-0.2861258670802336,0.0,0.5,-0.7283991738170138,10.08970438826825,2014
204,0.017578902,20141105,-0.2310334061817132,0.0,0.25,-0.6009833326391643,10.060277796877806,2014
205,0.024071002,20141106,0.4728092035640063,0.0,0.0,-0.5339494307992811,10.0724136628066,2014
206,0.012626124,20141107,-0.5674192616754281,0.333333,0.333333,-0.4747455373025323,10.108211749497428,2014
207,0.0,20141110,1.5564933622648658,0.181818,0.090909,-0.4807639268911272,10.105212256748016,2014
208,0.0061906534,20141111,-1.8825706594885585,0.25,0.25,-0.5303470579599102,10.025351377219383,2014
209,0.024100449,20141112,1.5114624234838114,0.0,0.0,-0.5281507350369522,10.013393326287504,2014
210,0.023178669,20141113,-0.9261996255788718,0.0,0.0,-0.5686483245784196,10.0225149056672,2014
211,0.0,20141114,-0.1312779711586276,0.5,0.25,-0.6120284468479625,10.007417482404303,2014
212,0.0,20141117,0.4020337844951038,0.333333,0.111111,-0.6360453391270341,10.014547399888858,2014
213,0.02063972,20141118,-0.2505129280540474,0.0,0.0,-0.6609639032120457,9.94838571664595,2014
214,0.0,20141119,0.2778472238005314,0.25,0.0,-0.6838402837566379,9.895094287986849,2014
215,0.017055508,20141120,-0.0830098875258422,0.0,0.25,-0.7053519514716631,9.91467640326295,2014
216,0.034604862,20141121,1.3922087349047318,0.0,0.5,-0.7255458699105519,9.898120980945112,2014
217,0.0,20141124,1.8213749381269515,0.111111,0.0,-0.7533119660301202,9.976072092263616,2014
218,0.001083827,20141125,1.4597638011535352,0.25,0.25,-0.7767248190055256,9.976815554885723,2014
219,0.01686303,20141126,0.9826347062247054,0.0,0.25,-0.7919317957567701,9.902574966389306,2014
220,0.015077231,20141127,0.9315230066077927,0.0,0.0,-0.8078072656468489,9.886394137148526,2014
221,0.0014664503,20141128,0.9670137044512916,0.25,0.25,-0.7743802148884789,9.90963006193284,2014
222,0.0,20141201,-0.3124991779798636,0.4,0.2,-0.7882168762409436,9.724408475868826,2014
223,0.016450375,20141202,2.379325176199898,0.0,0.25,-0.7953241129141678,9.44309885261147,2014
224,0.01646121,20141203,1.255702466558417,0.0,0.25,-0.802555582991671,9.481213325354226,2014
225,0.03347366,20141204,3.1229795704344143,0.25,0.5,-0.6387028108436167,9.380739639577168,2014
226,0.021129262,20141205,-0.7992476507598822,0.0,0.0,-0.6082149430869653,9.424509954151551,2014
227,0.022652037,20141208,2.4105918739565135,0.0,0.0,-0.531664669281958,9.433333023711215,2014
228,0.030099856,20141209,-4.384313172862697,0.0,0.5,-0.5306895207555081,9.42151055203964,2014
229,0.0,20141210,3.52420108960807,0.25,0.0,-0.4836635335329746,9.369694277518972,2014
230,0.015990516,20141211,0.1136461260907273,0.0,0.25,-0.4869565933202971,9.363973093143931,2014
231,0.025238974,20141212,0.6668824227446191,0.0,0.0,-0.4033453423270186,9.419610195501257,2014
232,0.006499879,20141215,1.1578516663906413,0.222222,0.222222,-0.4312924584368051,9.9606831948547,2014
233,0.029538192,20141216,1.3795859797468113,0.0,0.5,-0.4597297866011479,9.9398854980397,2014
234,0.032201324,20141217,0.3614583729148357,0.25,0.5,-0.4860228002735677,9.817745723431164,2014
235,0.02389517,20141218,-0.3090436683909292,0.0,0.0,-0.5078084273737875,9.778666766510884,2014
236,0.0,20141219,0.0982700670325353,0.25,0.0,-0.5241485948220846,9.74736543461026,2014
237,0.0,20141222,-1.9169935167487997,0.4,0.1,-0.5532947981358352,9.697975649197522,2014
238,0.022309529,20141223,-1.9544603958241649,0.0,0.0,-0.5764402259566441,9.657512349235269,2014
239,0.020802915,20141224,-0.6985850754807177,0.0,0.333333,-0.5939325108716641,9.6320012445422,2014
240,0.0,20141225,2.4489633748115747,0.25,0.0,-0.6167744211337174,9.591109128660728,2014
241,0.01697038,20141226,2.0646543679389673,0.0,0.25,-0.5898964507367477,9.531625851198104,2014
242,0.0,20141229,-0.5806483788154959,0.333333,0.0,-0.6139000945469328,9.512644451647247,2014
243,0.0072503113,20141230,-0.7985457533513429,0.25,0.25,-0.5606472724208954,9.519932608107116,2014
244,0.023555115,20141231,1.5909249614127765,0.0,0.0,-0.4853766287936424,9.532286731567517,2014
245,0.037948426,20150105,2.1732638065892207,0.083333,0.166667,-0.3650718907209487,26.98221264663839,2015
246,0.047571547,20150106,0.6551155383476948,0.0,0.0,-0.4165443229042193,26.683195600690325,2015
247,0.0,20150107,0.0682195840910004,0.333333,0.0,-0.4584687617360138,26.675813154499423,2015
248,0.0051857727,20150108,-1.4770065570523403,0.25,0.0,-0.4978430127428402,27.050898802076013,2015
249,0.0,20150109,-0.4838981149012489,0.5,0.25,-0.5380798337658985,27.02776694146789,2015
250,0.0,20150112,-1.120021799082005,0.555556,0.222222,-0.5782456465237151,26.91757124678551,2015
251,0.050926592,20150113,0.6487891328414097,0.0,0.333333,-0.6132779599010456,26.602087425955407,2015
252,0.043274086,20150114,-0.3783614094965637,0.0,0.0,-0.6487035281157916,26.610657234075692,2015
253,0.0,20150115,1.9909208512412624,0.333333,0.333333,-0.6845865777976144,26.598775851721307,2015
254,0.0,20150116,1.0444422246433491,0.5,0.25,-0.7169070465115102,26.645431835453543,2015
255,0.024701277,20150119,-5.691262515374785,0.125,0.125,-0.7520068166594019,26.671127230728793,2015
256,0.0,20150120,2.3127178762097467,0.333333,0.0,-0.7817169398956126,26.65308928870338,2015
257,0.0,20150121,3.46083007503033,0.333333,0.333333,-0.7593926363697439,26.55215974189536,2015
258,0.047377564,20150122,0.9865921118690446,0.0,0.25,-0.6664560853614332,26.571637249219098,2015
259,0.011630652,20150123,-0.37490935129737,0.25,0.25,-0.5301188180645149,26.812514796342796,2015
260,0.0,20150126,1.539387724269914,0.428571,0.0,-0.4728026680816183,27.299660261109715,2015
261,0.04890337,20150127,-0.2315216631686545,0.0,0.0,-0.3762452733058747,27.0347343491398,2015
262,0.049038038,20150128,-0.957610267534348,0.0,0.0,-0.3340716735651989,26.53436256866339,2015
263,0.052673806,20150129,-0.9232938342132124,0.0,0.25,-0.3181576030143885,26.578818411048793,2015
264,0.013067124,20150130,-1.2644061942317597,0.25,0.25,-0.3312729626013733,26.235928043019424,2015
265,0.0048443666,20150202,-1.3960408970484115,0.25,0.0,-0.3956147041194341,26.261114526943913,2015
266,0.056502245,20150203,2.1163770878764865,0.0,0.5,-0.4440078938519754,26.2555428844801,2015
267,0.011320705,20150204,-0.613786809837269,0.25,0.25,-0.4883211540019985,26.243880525958826,2015
268,0.010569526,20150205,-0.6837630739974343,0.25,0.25,-0.5288180942122934,26.23458000260831,2015
269,0.0039269244,20150206,-1.8054167194634816,0.25,0.0,-0.5656769009840499,26.192590489708373,2015
270,0.043756124,20150209,0.1906955848475666,0.0,0.0,-0.5982972708054245,26.429891358090345,2015
271,0.0,20150210,1.5577223051714384,0.5,0.0,-0.6303724688753264,26.429106268093065,2015
272,0.0077779107,20150211,1.0030601436834985,0.25,0.25,-0.6612195581825252,26.2643235231703,2015
273,0.046921648,20150212,0.5320088916171528,0.0,0.25,-0.689819629552093,26.412657056896233,2015
274,0.0,20150213,1.2182090684528246,0.5,0.25,-0.716769183526412,26.398374832369576,2015
275,0.016149772,20150216,1.379726385496194,0.2,0.2,-0.7369623845160473,26.772653279318508,2015
