,trade_date,ts_code,CON_YEAR,CON_OR,CON_NP,CON_EPS,CON_NA,CON_PB,CON_PS,CON_PE,CON_PEG,CON_ROE,CON_OR_YOY,CON_NP_YOY,CON_NPCGRATE_2Y,CON_PEI,trade_year,profit,year_profit,year_pe_ttm,year_profit_l1,year_profit_yoy,code_name,close,pe_ttm_weight,pe_ttm_equal,pb_ttm_weight,pb_ttm_equal,div_rate,roe,profit_avg,mv_avg,float_mv,total_mv,total_mv_l1,total_mv_chg,close_l1,close_chg,img_neg,tex_neg,riskfree_return,opt_profit_yoy,opt_pe,opt_profit,time,close_chg_s,CEFD,RIPO,NIPO,TURN,TURN_MA,trade_month,SR,lnPD,c_yoy,p_yoy,n,l1_TURN,SENT_INDEX,CEFD_R,NIPO_R,RIPO_R,SR_R,l1_TURN_R,lnPD_R,SENT_INDEX_R,SENT_INDEX_EX,SENT_INDEX_DEX,SENT_INDEX_R_EX,SENT_INDEX_R_DEX
9798,20170830,000985.SH,2017,3799675753.7446,34931.13221333,0.5984,3173917997.0924,1.8951,1.583,17.2191,0.84,11.01,19.42,25.82,20.4987,91.1577,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,4946.83,19.67,49.13,2.01,3.56,1.4243,10.23,9.99,196.43,409752.58,57.76976,577448.85,0.04307740850120201,4934.65,0.24682601602952214,0.375,0.25,0.01218527777777778,1.8192073011495478,-6.923783783783779,7.285081939527316,894.0,0.060923082189005925,-0.8350000000000001,0.0,0.0,0.00675,0.00022229166666667185,201708,14.15,-0.1705,10.1,6.0,1862.0,0.006010000128298998,0.011386943981051445,8.151159286499023,-0.9713487029075623,-0.3318854570388794,-0.34526100754737854,-0.00016274898371193558,0.019759798422455788,0.07471545040607452,0.6936828363661873,0.7225168978627888,0.733272866137357,0.7785875196343287
9809,20170831,000985.SH,2017,3801953282.1476,35034.37739273,0.5999,3139771730.1189,1.9143,1.5809,17.156,0.826,11.16,19.5,26.19,20.771,91.4218,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,4947.92,19.43,49.25,2.01,3.57,1.4268,10.34,10.09,196.11,408590.22,57.675509999999996,577697.6,-0.16314763987248515,4946.83,0.022034312883212337,0.125,0.125,0.012146666666666667,3.2782741757206337,-7.2648648648648715,7.6021820971787575,895.0,0.0004855109442352972,-0.8350000000000001,0.44,1.0,0.00641,-0.0001210749999999948,201708,14.15,-0.1705,10.1,6.0,1863.0,0.006750000175088644,0.5760297179222107,8.151159286499023,0.028651313856244087,0.10811455547809601,-0.34526100754737854,0.0005772510776296258,0.019759798422455788,0.6136416792869568,0.6432354005891927,0.7211628304294386,0.6747146634394079,0.776468966324352
9820,20170901,000985.SH,2017,3802592546.8889,35016.33306495,0.5995,3139632486.8394,1.9193,1.5847,17.2092,0.8299,11.15,19.52,26.12,20.7368,91.3758,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,4972.25,19.41,49.56,2.01,3.59,1.5052,10.36,10.19,197.84,415159.11,58.46135,576755.1,1.362519377808713,4947.92,0.49172177399796624,0.25,0.25,0.012150277777777779,3.0022344967477252,-6.977297297297302,7.546761987329519,896.0,0.241790303023707,-1.675,0.4398265,2.0,0.00764,0.001104450000000006,201709,14.15,-0.1705,10.3,6.6,1864.0,0.006409999914467335,0.8158584833145142,7.345165252685547,1.021041750907898,0.11381859332323074,-1.1194238662719727,0.00036834910861216486,0.02169768698513508,0.8504379987716675,0.6382663623786008,0.7200029629812528,0.6692841207108038,0.7746424533303374
9831,20170904,000985.SH,2017,3799029277.906,35014.49413508,0.5995,3139614097.5406,1.9288,1.594,17.2948,0.8329,11.15,19.4,26.12,20.7653,91.3713,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,4996.98,19.51,49.84,2.02,3.61,1.5057,10.36,10.19,198.86,417349.83,58.76179200000001,584613.5,0.5139156040700366,4972.25,0.4973603499421664,0.294118,0.117647,0.012228611111111112,3.0022344967477252,-6.514594594594603,7.54111402434398,897.0,0.2473673176945942,-1.675,0.439636,1.0,0.00723,0.000690008333333339,201709,14.15,-0.1705,10.3,6.6,1865.0,0.007639999967068434,0.5502681136131287,7.345165252685547,0.021041754633188248,0.113628089427948,-1.1194238662719727,0.0015983491903170943,0.02169768698513508,0.5889673829078674,0.6513971275134985,0.7187303175744888,0.685392124747518,0.7726533669907396
9842,20170905,000985.SH,2017,3798665163.0226,34986.92896216,0.5991,3139845142.9522,1.9333,1.598,17.3498,0.8357,11.14,19.39,26.02,20.76,91.3023,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5005.27,19.58,50.06,2.03,3.61,1.4972,10.36,10.18,199.36,418728.21,59.011715,587617.92,0.4253154839117146,4996.98,0.16590020372306835,0.25,0.125,0.012270277777777778,2.6078920982149945,-6.217297297297306,7.456452244206453,898.0,0.027522877595355582,-1.675,0.440265,1.0,0.00586,-0.0006832166666666624,201709,14.15,-0.1705,10.3,6.6,1866.0,0.007230000104755163,0.542496383190155,7.345165252685547,0.021041754633188248,0.1142570897936821,-1.1194238662719727,0.0011883493280038238,0.02169768698513508,0.583608865737915,0.643919873889568,0.7173450610183505,0.6768181425208146,0.7705090921632508
9853,20170906,000985.SH,2017,3797646985.5041,34982.80562541,0.5989,3141664993.57,1.9345,1.6003,17.3726,0.837,11.14,19.36,26.0,20.7553,91.2925,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5014.38,19.61,50.57,2.03,3.62,1.4943,10.36,10.18,199.57,419458.37,59.091903,590117.15,0.13588488319649095,5005.27,0.18200816339577486,0.428571,0.285714,0.012297500000000001,2.5290236185084516,-6.094054054054062,7.443788110722721,899.0,0.03312697154270308,-1.675,0.439834,1.0,0.00619,-0.0003558583333333285,201709,14.15,-0.1705,10.3,6.6,1867.0,0.005859999917447567,0.5150306224822998,7.345165252685547,0.021041754633188248,0.11382608860731125,-1.1194238662719727,-0.00018165087385568768,0.02169768698513508,0.5642637014389038,0.6364208473082249,0.7158255604777569,0.6685300759182673,0.7681934486356794
9864,20170907,000985.SH,2017,3799926665.1393,34978.14832191,0.5987,3142523864.6761,1.9241,1.5912,17.2867,0.8332,11.13,19.43,25.99,20.7463,91.2767,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,4989.18,19.51,50.52,2.02,3.61,1.5015,10.36,10.16,198.33,416374.96,58.684528,590919.03,-0.6893922505761929,5014.38,-0.5025546528184877,0.142857,0.285714,0.01231888888888889,2.4895893786551726,-6.55837837837838,7.429483988412466,900.0,0.25256117906951064,-1.675,0.4401653333333333,3.0,0.00598,-0.0005682333333333293,201709,14.15,-0.1705,10.3,6.6,1868.0,0.0061900001019239426,1.1015973091125488,7.345165252685547,2.0210418701171875,0.11415742337703705,-1.1194238662719727,0.0001483493106206879,0.02169768698513508,1.1260740756988525,0.6274455249602426,0.7148349998655533,0.6592588243227433,0.7666571877543046
9875,20170908,000985.SH,2017,3800565876.8503,34990.97146477,0.599,3142652096.1047,1.9249,1.5917,17.2882,0.8327,11.13,19.45,26.03,20.7616,91.311,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,4993.19,19.5,50.8,2.02,3.63,1.5,10.36,10.19,198.73,416005.63,58.625857999999994,586845.28,-0.09997524390075174,4989.18,0.08037392918274211,0.5,0.25,0.012300277777777776,2.6473263380682734,-6.550270270270271,7.468868109260771,901.0,0.006459968492272444,-1.875,0.440019,2.0,0.00535,-0.0012008749999999953,201709,14.15,-0.1705,10.3,6.6,1869.0,0.005979999899864197,0.7971401810646057,7.145164966583252,1.021041750907898,0.11401109397411346,-1.1194238662719727,-6.165089143905789e-05,0.02169768698513508,0.8323508501052856,0.6625032498366938,0.7140010051916447,0.7007675241864015,0.7653527238026236
9886,20170911,000985.SH,2017,3800337036.3792,34988.06110955,0.5989,3143089651.9072,1.9325,1.5983,17.3601,0.8359,11.13,19.45,26.02,20.7682,91.3043,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5018.19,19.58,51.11,2.03,3.67,1.4914,10.37,10.2,199.73,418627.31,58.980813,586258.58,0.6054580898415152,4993.19,0.5006819287870057,0.25,0.25,0.012231666666666668,2.6078920982149945,-6.161621621621626,7.459929443993802,902.0,0.25068239381387625,-1.875,0.439774,1.0,0.00591,-0.0006430083333333293,201709,14.15,-0.1705,10.3,6.6,1870.0,0.005350000225007534,0.49457409977912903,7.145164966583252,0.021041754633188248,0.11376608908176422,-1.1194238662719727,-0.0006916505517438054,0.02169768698513508,0.5449177026748657,0.6724580040967383,0.7129775610501442,0.7124677691259746,0.7637862602541375
9897,20170912,000985.SH,2017,3799896405.9826,34986.222388300004,0.5988,3143127264.6939,1.9332,1.5991,17.3681,0.8348,11.13,19.43,26.02,20.8048,91.2991,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5020.05,19.55,50.43,2.03,3.63,1.494,10.37,10.2,199.44,418780.46,58.894873,589808.13,-0.1457084018153587,5018.19,0.03706515695900414,0.5,0.125,0.012157777777777778,2.6078920982149945,-6.118378378378388,7.454282121749426,903.0,0.0013738258603956132,-1.875,0.4402196666666667,3.0,0.00739,0.0008334416666666714,201709,14.15,-0.1705,10.3,6.6,1871.0,0.005909999832510948,1.085776686668396,7.145164966583252,2.0210418701171875,0.11421176046133041,-1.1194238662719727,-0.00013165095879230648,0.02169768698513508,1.109999656677246,0.6593056651496965,0.7124360794607862,0.6975694010886123,0.7629199754590789
9908,20170913,000985.SH,2017,3798963936.7696,34979.74761871,0.5986,3143593516.9977,1.9368,1.6027,17.4055,0.8375,11.13,19.4,25.99,20.7828,91.2785,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5035.3,19.62,50.75,2.03,3.66,1.49,10.36,10.19,199.97,420068.51,59.052434999999996,588948.73,0.2675309275223414,5020.05,0.30378183484227606,0.25,0.375,0.012141944444444445,2.4895893786551726,-5.916216216216216,7.434395958834314,904.0,0.09228340318013989,-1.875,0.43962,1.0,0.00526,-0.0012984833333333284,201709,14.15,-0.1705,10.3,6.6,1872.0,0.0073899999260902405,0.5350017547607422,7.145164966583252,0.021041754633188248,0.1136120930314064,-1.1194238662719727,0.001348349149338901,0.02169768698513508,0.5732712745666504,0.6908379808340325,0.7117326849980102,0.7342422468096007,0.7618078406115059
9919,20170914,000985.SH,2017,3800196479.4061,34980.44514091,0.5986,3143760492.2193,1.9302,1.5968,17.3475,0.8343,11.13,19.44,25.99,20.792,91.2789,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5023.95,19.56,50.89,2.03,3.66,1.4931,10.36,10.18,199.01,418962.68,58.867502,590524.35,-0.31316744178288003,5035.3,-0.22540861517685862,0.285714,0.0,0.012131944444444443,2.4895893786551726,-6.229729729729729,7.436538280644127,905.0,0.05080904379594914,-1.875,0.0,0.0,0.00598,-0.0005812083333333285,201709,14.15,-0.1705,10.3,6.6,1873.0,0.005260000005364418,-0.0570247657597065,7.145164966583252,-0.978958249092102,-0.3260079026222229,-1.1194238662719727,-0.0007816507713869214,0.02169768698513508,0.015182110480964184,0.6793157980181876,0.7102200205001439,0.7199288846092503,0.7595442952634541
9930,20170915,000985.SH,2017,3801230124.4615,34999.093462900004,0.5989,3144129151.7851,1.9224,1.59,17.2694,0.8304,11.13,19.47,26.06,20.7969,91.3141,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5010.15,19.47,50.72,2.02,3.65,1.5198,10.36,10.17,198.0,416879.99,58.589,588675.02,-0.4730997418575744,5023.95,-0.27468426238318466,0.25,0.0,0.012124166666666667,2.765629057628081,-6.651891891891887,7.493813456854097,906.0,0.07545144400099424,-2.325,0.44001049999999997,4.0,0.00594,-0.0006243749999999956,201709,14.15,-0.1705,10.3,6.6,1874.0,0.005979999899864197,1.353796124458313,6.695165157318115,3.0210418701171875,0.11400259286165237,-1.1194238662719727,-6.165089143905789e-05,0.02169768698513508,1.3619136810302734,0.6248724198361404,0.7095227123822917,0.6572635748514004,0.7584620916067177
9941,20170918,000985.SH,2017,3802275345.3283,35001.11754036,0.5987,3144496623.5592,1.9304,1.5965,17.3431,0.8342,11.13,19.51,26.07,20.7892,91.3102,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5036.71,19.61,51.11,2.02,3.67,1.497,10.31,10.08,197.62,416576.77,58.672233999999996,585890.0,0.14206421000528824,5010.15,0.5301238485873716,0.294118,0.117647,0.012123055555555555,2.8050632974813596,-6.253513513513514,7.500030069439721,907.0,0.2810312948410865,-2.325,0.439528,1.0,0.00515,-0.0014167499999999961,201709,14.15,-0.1705,10.3,6.6,1875.0,0.005940000060945749,0.4829917252063751,6.695165157318115,0.021041754633188248,0.11352009326219559,-1.1194238662719727,-0.00010165073035750538,0.02169768698513508,0.5255499482154846,0.6787674120025291,0.7086190829683063,0.719920289001273,0.7570794147353777
9952,20170919,000985.SH,2017,3803210377.707,35006.17318286,0.5987,3144547179.9841,1.9263,1.5927,17.3034,0.8323,11.13,19.54,26.09,20.7909,91.3241,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5018.54,19.52,51.31,2.02,3.66,1.5165,10.36,10.13,197.73,417714.0,58.725092000000004,586722.34,0.0900903142702969,5036.71,-0.3607513634892645,0.142857,0.428571,0.012121666666666668,2.883931777187903,-6.468108108108109,7.515557622814095,908.0,0.13014154625936344,-2.325,0.440112,2.0,0.00518,-0.0013890916666666623,201709,14.15,-0.1705,10.3,6.6,1876.0,0.005150000099092722,0.7575540542602539,6.695165157318115,1.021041750907898,0.11410409212112427,-1.1194238662719727,-0.0008916506776586175,0.02169768698513508,0.7933785319328308,0.6642921945835576,0.7078291847969038,0.7026370916029646,0.7558674436577438
9963,20170920,000985.SH,2017,3802564515.703,35001.79081508,0.5985,3144623203.7012,1.9348,1.6,17.3823,0.8361,11.13,19.52,26.07,20.7904,91.3164,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5046.25,19.61,51.93,2.03,3.68,1.5257,10.37,10.12,198.43,419340.37,58.992484,587250.92,0.45532836287425216,5018.54,0.5521526180921166,0.875,0.125,0.012130555555555556,2.8050632974813596,-6.041621621621617,7.502097919203707,909.0,0.30487251366597873,-2.325,0.44,1.0,0.0052,-0.0013705499999999964,201709,14.15,-0.1705,10.3,6.6,1877.0,0.005179999861866236,0.4681755006313324,6.695165157318115,0.021041754633188248,0.11399208754301071,-1.1194238662719727,-0.0008616509148851037,0.02169768698513508,0.5152224898338318,0.6711877683793142,0.7068244375184054,0.7107057208963418,0.754352516614593
9974,20170921,000985.SH,2017,3804249569.5349,35013.73133329,0.5986,3144742608.8834,1.9286,1.5942,17.3213,0.8313,11.13,19.57,26.11,20.8376,91.3473,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5014.24,19.57,51.37,2.03,3.65,1.5108,10.31,10.12,197.95,419112.32,58.948330000000006,589924.84,-0.07484682285965327,5046.25,-0.6343324250681293,0.285714,0.0,0.012131944444444443,2.9628002568944467,-6.371351351351347,7.538771207282001,910.0,0.4023776254928138,-2.325,0.4396225,2.0,0.00533,-0.0012427583333333289,201709,14.15,-0.1705,10.3,6.6,1878.0,0.005200000014156103,0.7582578659057617,6.695165157318115,1.021041750907898,0.11361458897590637,-1.1194238662719727,-0.0008416507625952363,0.02169768698513508,0.7937973737716675,0.656177494312799,0.7059428351375101,0.6933235665159265,0.7530240811784258
9985,20170922,000985.SH,2017,3805142634.4687,35016.73954008,0.5986,3144772690.9514,1.9249,1.5908,17.2871,0.829,11.13,19.6,26.13,20.8527,91.3576,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5001.32,19.55,51.04,2.02,3.63,1.5133,10.3,10.1,197.44,418872.76,58.895168999999996,589483.3,-0.09018236818585379,5014.24,-0.25766616675707565,0.285714,0.428571,0.012114166666666667,3.0416687366009896,-6.556216216216222,7.548010407144898,911.0,0.06639185349128512,-2.775,0.4402163333333333,3.0,0.00484,-0.001734808333333328,201709,14.15,-0.1705,10.3,6.6,1879.0,0.005330000072717667,1.02794349193573,6.2451653480529785,2.0210418701171875,0.11420842260122299,-1.1194238662719727,-0.0007116507040336728,0.02169768698513508,1.0470043420791626,0.6637250892016173,0.7054773655246516,0.7022575871959352,0.7522900532498309
9996,20170925,000985.SH,2017,3806015886.1474,35023.257101840005,0.5988,3144886866.568,1.9133,1.5809,17.1801,0.8208,11.14,19.62,26.15,20.9316,91.3746,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,4953.99,19.41,50.5,2.01,3.59,1.5253,10.31,10.09,195.96,416542.47,58.51381899999999,588951.69,-0.6475064194144675,5001.32,-0.9463501635568194,0.142857,0.071429,0.012105000000000001,3.120537216307533,-7.1345945945945966,7.568027998993841,912.0,0.8955786320640189,-2.775,0.439952,1.0,0.00457,-0.0020062249999999943,201709,14.15,-0.1705,10.3,6.6,1880.0,0.004840000066906214,0.4382384121417999,6.2451653480529785,0.021041754633188248,0.11394409090280533,-1.1194238662719727,-0.0012016507098451257,0.02169768698513508,0.4830014705657959,0.6906545851663346,0.7047450687762224,0.7329120903108916,0.7511673248425703
10007,20170926,000985.SH,2017,3807968793.6389,35019.74339489,0.5986,3145004547.3862,1.9152,1.5818,17.2001,0.8218,11.14,19.69,26.14,20.9294,91.3654,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,4962.04,19.45,50.32,2.02,3.59,1.5178,10.31,10.08,195.95,417853.58,58.628795,585138.19,0.19649375474877218,4953.99,0.16249528158112092,0.285714,0.0,0.012099444444444446,3.081102976454268,-7.026486486486491,7.5572362406351195,913.0,0.026404716536127776,-2.775,0.44017033333333333,3.0,0.00358,-0.002996808333333329,201709,14.15,-0.1705,10.3,6.6,1881.0,0.004569999873638153,1.012821078300476,6.2451653480529785,2.0210418701171875,0.11416242271661758,-1.1194238662719727,-0.0014716509031131864,0.02169768698513508,1.0363825559616089,0.6719914965857834,0.7044036157248336,0.7106903122580956,0.750608018276511
10018,20170927,000985.SH,2017,3809294080.2811,35025.560205409995,0.5986,3146042174.0187,1.9191,1.585,17.2376,0.8235,11.13,19.73,26.16,20.9325,91.3806,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,4983.24,19.51,50.76,2.02,3.62,1.5084,10.32,10.09,196.78,419144.11,58.895118000000004,586287.95,0.4542528974030846,4962.04,0.4272436336667962,0.125,0.125,0.012101388888888887,3.1599714561608114,-6.823783783783781,7.575101593222408,914.0,0.18253712250880755,-2.775,0.440041,1.0,0.00386,-0.002717216666666662,201709,14.15,-0.1705,10.3,6.6,1882.0,0.0035800000187009573,0.41326478123664856,6.2451653480529785,0.021041754633188248,0.11403308808803558,-1.1194238662719727,-0.002461650874465704,0.02169768698513508,0.46548551321029663,0.6971916753151995,0.7037606058128251,0.739650509149603,0.7496197577263453
10029,20170928,000985.SH,2017,3807640545.0997,35030.49014111,0.5986,3146166473.3746,1.9156,1.5828,17.2042,0.8222,11.13,19.67,26.17,20.9238,91.3935,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,4973.82,19.49,50.53,2.02,3.61,1.5066,10.32,10.06,196.16,418526.18,58.826972999999995,588951.18,-0.11570568548654458,4983.24,-0.1890336407638471,0.428571,0.142857,0.0121,3.1994056960140904,-7.004324324324323,7.590243059359309,915.0,0.0357337173404352,-2.775,0.439722,1.0,0.00404,-0.002537999999999995,201709,14.15,-0.1705,10.3,6.6,1883.0,0.003860000055283308,0.41863763332366943,6.2451653480529785,0.021041754633188248,0.11371409147977829,-1.1194238662719727,-0.0021816508378833532,0.02169768698513508,0.46920788288116455,0.6761987543343647,0.7028425158510121,0.7152720585826637,0.7482446208257512
10040,20170929,000985.SH,2017,3808071448.7763,35022.089544840004,0.5984,3147120512.3893,1.9234,1.5896,17.284,0.8266,11.13,19.69,26.14,20.9105,91.3716,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5002.55,19.58,51.25,2.03,3.66,1.4973,10.31,10.04,196.67,419535.48,58.960315,588269.73,0.22666813062097724,4973.82,0.5776244415760967,0.285714,0.142857,0.012100277777777778,3.081102976454268,-6.572972972972979,7.5644420445607246,916.0,0.3336499955060976,-3.21,0.4400123333333334,3.0,0.00392,-0.0026595083333333294,201709,14.15,-0.1705,10.3,6.6,1884.0,0.004040000028908253,0.9798170924186707,5.810164928436279,2.0210418701171875,0.11400442570447922,-1.1194238662719727,-0.0020016508642584085,0.02169768698513508,1.002365231513977,0.6571552597803869,0.7022928507578002,0.6933923021130902,0.7474014099498997
10051,20171009,000985.SH,2017,3809624158.0643,34976.73311781,0.5976,3146694591.1132,1.9425,1.6045,17.4757,0.8407,11.12,19.74,25.98,20.7863,91.2533,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5060.32,19.79,51.9,2.05,3.69,1.4792,10.31,10.02,198.36,424906.96,59.607727000000004,589603.15,1.0980470508001883,5002.55,1.1548110463663441,0.341463,0.170732,0.012083888888888889,2.450155138801908,-5.536756756756757,7.425137427673977,917.0,1.3335885528097307,-3.21,0.0,0.0,0.00517,-0.001411824999999995,201710,14.15,-0.1705,10.0,6.2,1885.0,0.003920000046491623,-0.15233489871025085,5.7815961837768555,-0.9759087562561035,-0.3321613073348999,-0.549723207950592,-0.002201050752773881,0.019235841929912567,-0.09917717427015305,0.6810121556834317,0.7008282807488927,0.7208658359247857,0.7452192832200663
10062,20171010,000985.SH,2017,3809676006.116,34987.8902849,0.5977,3146922285.6675,1.9501,1.6109,17.5401,0.8445,11.12,19.74,26.02,20.7699,91.2824,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5082.46,19.88,52.58,2.06,3.72,1.4721,10.31,10.02,199.21,426670.79,59.881979,596077.27,0.46009471221744036,5060.32,0.43752173775573056,0.714286,0.142857,0.012094722222222222,2.6078920982149945,-5.1886486486486545,7.459404784888554,918.0,0.19142527100879425,-3.21,0.4398785,2.0,0.00484,-0.0017438999999999953,201710,14.15,-0.1705,10.0,6.2,1886.0,0.005169999785721302,0.7122739553451538,5.7815961837768555,1.0240912437438965,0.10771720856428146,-0.549723207950592,-0.0009510510717518628,0.019235841929912567,0.7253008484840393,0.6193963340499306,0.699472525757166,0.6479485113833737,0.7431783172163545
10073,20171011,000985.SH,2017,3812794440.6917,35005.8681463,0.5981,3147113016.6766,1.9517,1.6109,17.5461,0.8429,11.12,19.84,26.09,20.8163,91.3293,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5080.57,19.9,51.91,2.06,3.71,1.4704,10.31,10.02,199.41,427506.85,59.981947,598819.79,0.1669417104601667,5082.46,-0.037186716668702324,0.166667,0.0,0.012098611111111112,2.883931777187903,-5.156216216216221,7.5146207544602674,919.0,0.0013828518965983434,-3.21,0.0,0.0,0.0049,-0.00168525833333333,201710,14.15,-0.1705,10.0,6.2,1887.0,0.004840000066906214,-0.1340617686510086,5.7815961837768555,-0.9759087562561035,-0.3321613073348999,-0.549723207950592,-0.0012810507323592901,0.019235841929912567,-0.08635078370571136,0.6262634981171679,0.6972782183729379,0.6548265963109742,0.7399223993030795
10084,20171012,000985.SH,2017,3805325059.4947,35038.52944736,0.5986,3147655738.3961,1.9504,1.6133,17.5209,0.8361,11.13,19.6,26.2,20.9553,91.4145,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5081.27,19.88,51.86,2.06,3.71,1.471,10.31,10.01,199.04,427511.05,59.969722999999995,599819.47,-0.02037946517474687,5080.57,0.013777981604445877,0.125,0.0,0.012105833333333335,3.317708415573898,-5.2924324324324274,7.614934432788055,920.0,0.00018983277709244898,-3.21,0.440129,1.0,0.00436,-0.002226374999999995,201710,14.15,-0.1705,10.0,6.2,1888.0,0.004900000058114529,0.41715100407600403,5.7815961837768555,0.02409125491976738,0.10796770453453064,-0.549723207950592,-0.0012210507411509752,0.019235841929912567,0.44316837191581726,0.5700467445165719,0.6949161585041699,0.5889219170569155,0.7364335361027058
10095,20171013,000985.SH,2017,3805305916.434,35050.811863450006,0.5988,3147777947.9453,1.9554,1.6176,17.5611,0.8372,11.14,19.6,26.25,20.9765,91.4465,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5100.55,19.97,52.42,2.07,3.73,1.4625,10.31,9.99,199.59,429215.94,60.255226,599697.23,0.47607857051465974,5081.27,0.37943270087990033,0.142857,0.142857,0.012110833333333333,3.5148796148402632,-5.075135135135136,7.652657802548418,921.0,0.1439691744970159,-3.46,0.4398903333333333,3.0,0.00378,-0.0028071666666666622,201710,14.15,-0.1705,10.0,6.2,1889.0,0.004360000137239695,0.973236620426178,5.5315961837768555,2.0240912437438965,0.10772904008626938,-0.549723207950592,-0.0017610506620258093,0.019235841929912567,0.9772734045982361,0.5587419746468777,0.6930187488365308,0.5759616717746731,0.73362332358465
10106,20171016,000985.SH,2017,3803776874.5526,35077.31883963,0.5992,3148192308.793,1.9428,1.608,17.4371,0.8291,11.14,19.55,26.34,21.0307,91.5157,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5049.98,19.81,51.09,2.05,3.65,1.4752,10.33,10.03,198.79,427171.06,59.995689,602552.26,-0.4307294441149412,5100.55,-0.9914617051102415,0.176471,0.058824,0.012129999999999998,3.869787773519715,-5.7454054054054,7.734069509849302,922.0,0.9829963127001073,-3.46,0.440045,3.0,0.00469,-0.001898724999999996,201710,14.15,-0.1705,10.0,6.2,1890.0,0.0037799999117851257,0.9618080258369446,5.5315961837768555,2.0240912437438965,0.10788370668888092,-0.549723207950592,-0.002341050887480378,0.019235841929912567,0.9692751169204712,0.5893887838336699,0.6915449016806585,0.6116458706529928,0.7314289522567503
10117,20171017,000985.SH,2017,3803623041.9712,35082.595961830004,0.599,3150246237.1478,1.9401,1.6068,17.4208,0.8292,11.14,19.55,26.36,21.0104,91.5295,2017,7753.47,32559.170000000002,18.5,25972.809999999998,25.358673166284305,中证全A,5047.15,19.77,51.02,2.05,3.66,1.4771,10.33,10.05,198.69,426080.29,59.865601,599956.89,-0.21682891249069636,5049.98,-0.05603982590030032,0.5,0.0,0.012141944444444445,3.9486562532262584,-5.833513513513514,7.750277300772722,923.0,0.0031404620869359707,-3.46,0.439834,1.0,0.00337,-0.003219583333333329,201710,14.15,-0.1705,10.0,6.2,1891.0,0.004689999856054783,0.39994141459465027,5.5315961837768555,0.02409125491976738,0.10767270624637604,-0.549723207950592,-0.001431050943210721,0.019235841929912567,0.4248209297657013,0.6169246315542248,0.6898432682823663,0.6434458707644348,0.7289005006131185
