,trade_date,ts_code,CON_YEAR,CON_OR,CON_NP,CON_EPS,CON_NA,CON_PB,CON_PS,CON_PE,CON_PEG,CON_ROE,CON_OR_YOY,CON_NP_YOY,CON_NPCGRATE_2Y,CON_PEI,trade_year,profit,year_profit,year_pe_ttm,year_profit_l1,year_profit_yoy,code_name,close,pe_ttm_weight,pe_ttm_equal,pb_ttm_weight,pb_ttm_equal,div_rate,roe,profit_avg,mv_avg,float_mv,total_mv,total_mv_l1,total_mv_chg,close_l1,close_chg,img_neg,tex_neg,riskfree_return,opt_profit_yoy,opt_pe,opt_profit,time,close_chg_s,CEFD,RIPO,NIPO,TURN,TURN_MA,trade_month,SR,lnPD,c_yoy,p_yoy,n,l1_TURN,SENT_INDEX,CEFD_R,NIPO_R,RIPO_R,SR_R,l1_TURN_R,lnPD_R,SENT_INDEX_R,SENT_INDEX_EX,SENT_INDEX_DEX,SENT_INDEX_R_EX,SENT_INDEX_R_DEX
2305,20141112,000985.SH,2014,2937549473.0097,26168.95187856,0.6167,1984187380.7578,1.6793,1.1343,12.7326,0.8119,13.19,10.07,15.17,15.6826,81.4494,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3552.15,13.15,55.14,1.7,3.4,2.0535,12.98,10.82,142.31,232569.87,31.506462,311520.05,1.1378304542516648,3499.26,1.5114624234838114,0.0,0.0,0.011911111111111112,104.23820247469106,-20.0213567839196,10.013393326287503,210.0,2.2845186576035563,-14.075714285714287,0.0,0.0,0.00831,0.003904641666666666,201411,24.67,-0.3537,11.7,7.2,1177.0,0.013539999723434448,-0.9012064933776855,-4.979073524475098,-0.9719983339309692,-0.3040381669998169,8.24055004119873,0.0075718555599451065,-0.1511410027742386,-0.9835948348045349,-0.512279416951359,-0.671976443795126,-0.5281507350369522,-0.6548288886021911
2316,20141113,000985.SH,2014,2939300244.2311,26171.121634119998,0.6167,1984285357.1091,1.6678,1.1259,12.6451,0.8064,13.19,10.14,15.18,15.6816,81.4562,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3519.25,13.05,54.5,1.69,3.35,2.0728,12.98,10.83,141.32,230563.89,31.244790000000002,315064.62,-0.8305343837083257,3552.15,-0.9261996255788718,0.0,0.0,0.011805555555555555,104.37283543611144,-20.57097989949749,10.022514905667201,211.0,0.8578457464224424,-14.075714285714287,0.0,0.0,0.0097,0.0052956,201411,24.67,-0.3537,11.7,7.2,1178.0,0.008310000412166119,-1.0050852298736572,-4.979073524475098,-0.9719983339309692,-0.3040381669998169,8.24055004119873,0.002341856248676777,-0.1511410027742386,-1.0565099716186523,-0.5410358171128249,-0.6699140293716904,-0.5686483245784196,-0.6535526583353082
2327,20141114,000985.SH,2014,2940431960.463,26167.53040099,0.6166,1988786147.604,1.6621,1.1242,12.6322,0.8065,13.16,10.18,15.17,15.6625,81.445,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3514.63,13.04,53.94,1.69,3.36,2.0747,12.98,10.82,141.08,230606.76,31.234265999999998,312447.9,-0.03368241553233231,3519.25,-0.1312779711586276,0.5,0.25,0.011758333333333332,104.23820247469106,-20.65201005025126,10.007417482404305,212.0,0.01723390571152546,-11.535,0.0,0.0,0.00725,0.0028491750000000007,201411,24.67,-0.3537,11.7,7.2,1179.0,0.009700000286102295,-0.8467397689819336,-2.438359498977661,-0.9719983339309692,-0.3040381669998169,8.24055004119873,0.003731856122612953,-0.1511410027742386,-0.8821272850036621,-0.5753465951914798,-0.6681836721797522,-0.6120284468479625,-0.6527580218819329
2338,20141117,000985.SH,2014,2941546120.0839,26169.22639874,0.6166,1988977729.5805,1.6632,1.1246,12.6414,0.8073,13.16,10.22,15.17,15.6596,81.4503,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3528.76,12.99,54.42,1.69,3.38,2.0814,13.01,10.85,140.91,228741.45,30.999993,312342.66,-0.7500512417996208,3514.63,0.40203378449510385,0.333333,0.111111,0.011691666666666666,104.23820247469106,-20.594221105527634,10.014547399888858,213.0,0.16163116387545562,-11.535,0.0,0.0,0.00711,0.002712008333333334,201411,24.67,-0.3537,11.7,7.2,1180.0,0.007249999791383743,-0.8954018950462341,-2.438359498977661,-0.9719983339309692,-0.3040381669998169,8.24055004119873,0.0012818557443097234,-0.1511410027742386,-0.9162845611572266,-0.5954128008625239,-0.6668196613940708,-0.6360453391270341,-0.6524645814867918
2349,20141118,000985.SH,2014,2940068892.0308,26153.48847945,0.6161,1989028407.8026,1.6546,1.1194,12.5834,0.8059,13.15,10.17,15.1,15.6137,81.4013,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3519.92,12.95,54.55,1.68,3.38,2.091,12.99,10.85,140.37,228618.96,30.951517,309999.93,-0.15637422885870222,3528.76,-0.25051292805404746,0.0,0.0,0.011647222222222222,103.29577174474854,-20.958542713567844,9.94838571664595,214.0,0.06275672712221236,-11.535,0.0,0.0,0.00657,0.002178450000000001,201411,24.67,-0.3537,11.7,7.2,1181.0,0.007110000122338533,-0.8981826305389404,-2.438359498977661,-0.9719983339309692,-0.3040381669998169,8.24055004119873,0.0011418560752645135,-0.1511410027742386,-0.9182363152503967,-0.6175933250772132,-0.6658025758067021,-0.6609639032120457,-0.652636045132682
2360,20141119,000985.SH,2014,2938251137.4084,26140.81201534,0.6158,1989264643.1607,1.6561,1.1212,12.6025,0.8046,13.14,10.1,15.05,15.6622,81.3618,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3529.7,12.96,55.23,1.68,3.44,2.0873,13.0,10.87,140.79,228619.93,30.974326,309515.17,0.07369267231716048,3519.92,0.2778472238005314,0.25,0.0,0.011611666666666668,102.62260693764674,-20.838567839195985,9.895094287986847,215.0,0.07719907977366258,-11.535,0.0,0.0,0.00609,0.001701025000000001,201411,24.67,-0.3537,11.7,7.2,1182.0,0.006570000201463699,-0.9089081883430481,-2.438359498977661,-0.9719983339309692,-0.3040381669998169,8.24055004119873,0.0006018561543896794,-0.1511410027742386,-0.9257648587226868,-0.6383394722033664,-0.6651227226425537,-0.6838402837566379,-0.6532475101219549
2371,20141120,000985.SH,2014,2937727679.2679,26145.470024849998,0.6157,1989623599.172,1.6555,1.1212,12.5977,0.8028,13.14,10.08,15.07,15.6921,81.3763,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3526.77,12.89,54.66,1.67,3.42,2.0993,13.0,10.94,140.94,226936.41,30.766641999999997,309743.26,-0.6705036939302689,3529.7,-0.08300988752584226,0.0,0.25,0.011603055555555556,102.89187286048744,-20.868718592964825,9.91467640326295,216.0,0.006890641427052983,-11.535,0.0,0.0,0.00542,0.0010340166666666685,201411,24.67,-0.3537,11.7,7.2,1183.0,0.006089999806135893,-0.9184420108795166,-2.438359498977661,-0.9719983339309692,-0.3040381669998169,8.24055004119873,0.00012185573723400012,-0.1511410027742386,-0.9324568510055542,-0.6583447193154445,-0.664769343676822,-0.7053519514716631,-0.6542739418110567
2382,20141121,000985.SH,2014,2938814324.3154,26141.53197661,0.6155,1990091520.9743,1.6769,1.1356,12.7661,0.8132,13.14,10.12,15.05,15.6977,81.364,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3575.87,13.09,55.63,1.7,3.46,2.0667,12.98,10.94,143.11,230613.58,31.256297999999997,307666.42,1.5915159021904213,3526.77,1.3922087349047318,0.0,0.5,0.011599444444444443,102.62260693764674,-19.810929648241206,9.898120980945112,217.0,1.938245161545034,-13.108749999999999,0.0,0.0,0.00694,0.002554525000000001,201411,24.67,-0.3537,11.7,7.2,1184.0,0.005419999826699495,-1.0127298831939697,-4.012109279632568,-0.9719983339309692,-0.3040381669998169,8.24055004119873,-0.0005481442203745246,-0.1511410027742386,-1.0378090143203735,-0.6775757326608132,-0.6648263309789797,-0.7255458699105519,-0.65585549929373
2393,20141124,000985.SH,2014,2938098402.5395,26160.07425423,0.6158,1990330084.6456,1.7065,1.156,12.9836,0.8254,13.14,10.09,15.13,15.731,81.4217,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3641.0,13.34,55.91,1.73,3.5,2.0289,12.98,10.96,146.2,235654.68,31.871740999999997,312562.98,1.969020771429797,3575.87,1.8213749381269517,0.111111,0.0,0.011513888888888888,103.69967062900962,-18.444723618090457,9.976072092263617,218.0,3.317406665236957,-13.108749999999999,0.0,0.0,0.01188,0.007489783333333336,201411,24.67,-0.3537,11.7,7.2,1185.0,0.006940000224858522,-0.9825394153594971,-4.012109279632568,-0.9719983339309692,-0.3040381669998169,8.24055004119873,0.0009718561777845025,-0.1511410027742386,-1.0166176557540894,-0.7023562826730807,-0.6652331065336174,-0.7533119660301202,-0.6579100266844102
2404,20141125,000985.SH,2014,2940310761.6408,26160.251102129998,0.6157,1990466853.123,1.7312,1.172,13.1723,0.8373,13.14,10.17,15.13,15.7319,81.4223,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3694.15,13.52,56.69,1.75,3.53,2.0006,12.98,10.97,148.3,239329.61,32.343934000000004,318717.41,1.4815412813501627,3641.0,1.4597638011535352,0.25,0.25,0.011545,103.69967062900962,-17.259422110552762,9.976815554885725,219.0,2.130910355158218,-13.108749999999999,0.0,0.0,0.01025,0.005856250000000003,201411,24.67,-0.3537,11.7,7.2,1186.0,0.011880000121891499,-0.8844205737113953,-4.012109279632568,-0.9719983339309692,-0.3040381669998169,8.24055004119873,0.005911855958402157,-0.1511410027742386,-0.9477455615997314,-0.7230723982905797,-0.6658570916804798,-0.7767248190055256,-0.6602819405022926
2415,20141126,000985.SH,2014,2942511282.236,26142.5914488,0.6156,1990641817.0747,1.7521,1.1853,13.3414,0.8516,13.13,10.26,15.06,15.6663,81.3673,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3730.45,13.72,56.59,1.78,3.56,1.9736,12.97,10.98,150.56,243194.42,32.85241,323439.34,1.5720907666952222,3694.15,0.9826347062247054,0.0,0.25,0.01156388888888889,102.75723989906709,-16.19723618090452,9.902574966389306,220.0,0.9655709658773131,-13.108749999999999,0.0,0.0,0.01098,0.00658356666666667,201411,24.67,-0.3537,11.7,7.2,1187.0,0.010250000283122063,-0.9167958498001099,-4.012109279632568,-0.9719983339309692,-0.3040381669998169,8.24055004119873,0.004281856119632721,-0.1511410027742386,-0.9704705476760864,-0.735002122341567,-0.6667193673736863,-0.7919317957567701,-0.6629797052090551
2426,20141127,000985.SH,2014,2940145723.4925,26138.74250524,0.6154,1990685827.6379,1.7686,1.1975,13.4693,0.859,13.13,10.17,15.04,15.6809,81.3553,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3765.2,13.83,56.82,1.79,3.59,1.9578,13.0,11.02,152.32,245142.95,33.098777,328524.1,0.7499206298716032,3730.45,0.9315230066077929,0.0,0.0,0.011581944444444445,102.48797397622633,-15.393844221105525,9.886394137148526,221.0,0.867735111839622,-13.108749999999999,0.439655,1.0,0.01189,0.007489266666666668,201411,24.67,-0.3537,11.7,7.2,1188.0,0.010979999788105488,-0.35255560278892517,-4.012109279632568,0.028001682832837105,0.13561683893203735,8.24055004119873,0.005011855624616146,-0.1511410027742386,-0.4318798780441284,-0.748443544887093,-0.667175498466378,-0.8078072656468489,-0.6650781691572543
2437,20141128,000985.SH,2014,2936684306.0092,26144.26964861,0.6155,1990963775.9945,1.799,1.2196,13.6996,0.8783,13.13,10.04,15.06,15.5973,81.3725,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3801.61,14.1,56.95,1.83,3.59,1.9277,13.0,11.02,155.3,250223.45,33.824789,330987.77,2.193470773859718,3765.2,0.9670137044512916,0.25,0.25,0.011581944444444445,102.75723989906709,-13.947236180904522,9.909630061932841,222.0,0.9351155045966101,-12.82,0.0,0.0,0.01519,0.010782300000000003,201411,24.67,-0.3537,11.7,7.2,1189.0,0.011889999732375145,-0.8693638443946838,-3.7233593463897705,-0.9719983339309692,-0.3040381669998169,8.24055004119873,0.005921855568885803,-0.1511410027742386,-0.9299901127815247,-0.7191724738506421,-0.6678266859967001,-0.7743802148884789,-0.6674491106448709
2448,20141201,000985.SH,2014,2937012546.5371,26100.2108788,0.6144,1993755588.2947,1.7936,1.2175,13.7007,0.9004,13.09,10.05,14.87,15.2167,81.2354,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3789.73,14.04,56.48,1.82,3.52,1.9389,13.0,11.07,155.37,248969.78,33.637152,338247.89,-0.5547322113376607,3801.61,-0.3124991779798636,0.4,0.2,0.011597499999999998,100.19921363208017,-13.940326633165832,9.724408475868826,223.0,0.09765573623809047,-12.82,0.0,0.0,0.01458,0.010165925000000003,201412,24.67,-0.3537,11.9,7.9,1190.0,0.015189999714493752,-0.8038188815116882,-3.6848654747009277,-0.9812808632850647,-0.2976280450820923,7.34807825088501,0.009376403875648975,-0.14911411702632904,-0.8681463003158569,-0.7302772886448406,-0.6685864758168043,-0.7882168762409436,-0.669964104957929
2459,20141202,000985.SH,2014,2936122983.9202,26033.29558993,0.6131,1993206435.4035,1.8426,1.2509,14.1076,0.9622,13.06,10.02,14.58,14.6625,81.0271,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3879.9,14.5,57.52,1.88,3.59,1.8815,12.99,11.02,159.69,257281.19,34.765448,336371.52,3.3543148956249214,3789.73,2.379325176199898,0.0,0.25,0.011619444444444444,96.29485775088963,-11.384422110552766,9.44309885261147,224.0,5.661188294098675,-12.82,0.0,0.0,0.01427,0.009849650000000003,201412,24.67,-0.3537,11.9,7.9,1191.0,0.014580000191926956,-0.8159346580505371,-3.6848654747009277,-0.9812808632850647,-0.2976280450820923,7.34807825088501,0.00876640435308218,-0.14911411702632904,-0.8766506910324097,-0.7357147899173736,-0.6694603794385928,-0.7953241129141678,-0.6726215981521639
2470,20141203,000985.SH,2014,2936265502.0938,26042.361902430002,0.6131,1993297098.5283,1.856,1.26,14.206,0.9676,13.06,10.02,14.62,14.6824,81.0553,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3928.62,14.62,58.78,1.89,3.62,1.8615,12.99,10.99,160.61,259603.27,35.045931,347654.48,0.8067866693390657,3879.9,1.255702466558417,0.0,0.25,0.011647222222222222,96.83338959657108,-10.76633165829146,9.481213325354226,225.0,1.5767886845208927,-12.82,0.439958,6.0,0.01832,0.013888458333333336,201412,24.67,-0.3537,11.9,7.9,1192.0,0.014270000159740448,1.1773691177368164,-3.6848654747009277,5.01871919631958,0.14232994616031647,7.34807825088501,0.008456404320895672,-0.14911411702632904,1.040165901184082,-0.7416460679608919,-0.6682219427771838,-0.802555582991671,-0.6722217815552052
2481,20141204,000985.SH,2014,2934492303.6804,26018.462166510002,0.6125,1993237834.8986,1.9256,1.308,14.7518,1.0147,13.05,9.96,14.51,14.5379,80.9809,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,4051.31,15.16,59.4,1.97,3.67,1.7986,13.01,10.97,166.33,268483.35,36.242295,350459.31,3.4137030059210094,3928.62,3.1229795704344143,0.25,0.5,0.011653333333333333,95.35242702094709,-7.337939698492465,9.380739639577168,226.0,9.753001397350719,-12.82,0.440122,1.0,0.01742,0.012978683333333338,201412,24.67,-0.3537,11.9,7.9,1193.0,0.018319999799132347,-0.19163353741168976,-3.6848654747009277,0.018719155341386795,0.14249394834041595,7.34807825088501,0.012506403960287571,-0.14911411702632904,-0.2958300709724426,-0.5997583673078202,-0.6665344393777376,-0.6387028108436167,-0.6712286685128621
2492,20141205,000985.SH,2014,2935680679.3378,26028.8738375,0.6124,1994308676.9628,1.9385,1.3169,14.8525,1.0216,13.05,10.0,14.56,14.5386,81.0133,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,4018.93,15.28,57.19,1.98,3.56,1.7916,12.98,11.0,168.12,271763.82,36.70074,362422.95,1.2649447282518933,4051.31,-0.7992476507598822,0.0,0.0,0.011715833333333333,96.02559182804892,-6.705402010050256,9.424509954151551,227.0,0.6387968072451907,-8.1875,0.4400035,2.0,0.01984,0.016385675000000006,201412,24.67,-0.3537,11.9,7.9,1194.0,0.017419999465346336,0.3187026381492615,0.9476344585418701,1.01871919631958,0.14237545430660248,7.34807825088501,0.01160640362650156,-0.14911411702632904,0.25268495082855225,-0.5695825280935337,-0.6638613438208141,-0.6082149430869653,-0.6687801487195901
2503,20141208,000985.SH,2014,2937718892.4081,26030.97258635,0.6123,1995057950.8343,1.9845,1.3477,15.2095,1.0363,13.05,10.08,14.57,14.6774,81.0198,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,4115.81,15.68,57.34,2.02,3.53,1.7509,12.94,10.98,171.98,276653.88,37.371065,367007.4,1.8264618097618701,4018.93,2.4105918739565135,0.0,0.0,0.011747222222222223,96.16022478946928,-4.46293969849246,9.433333023711217,228.0,5.810953182785176,-8.1875,0.0,0.0,0.01914,0.014675291666666672,201412,24.67,-0.3537,11.9,7.9,1195.0,0.019840000197291374,-0.4730861485004425,0.9476344585418701,-0.9812808632850647,-0.2976280450820923,7.34807825088501,0.014026404358446598,-0.14911411702632904,-0.5206979513168335,-0.5039047050613007,-0.6611513294535126,-0.531664669281958,-0.6662811694118309
2514,20141209,000985.SH,2014,2934318383.5785,26028.160367919998,0.6122,1995104117.6423,1.8803,1.2784,14.4127,0.9842,13.05,9.95,14.55,14.6438,81.011,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,3935.36,14.8,54.45,1.91,3.37,1.8528,12.96,10.93,161.66,260723.13,35.17736,373710.65,-5.870062841398838,4115.81,-4.384313172862697,0.0,0.5,0.011766666666666667,95.89095886662857,-9.467964824120607,9.42151055203964,229.0,19.222201997737372,-8.1875,0.440039,1.0,0.01984,0.0207589,201412,24.67,-0.3537,11.9,7.9,1196.0,0.019139999523758888,0.06297823041677475,0.9476344585418701,0.018719155341386795,0.14241094887256622,7.34807825088501,0.013326403684914112,-0.14911411702632904,-0.0018257375340908766,-0.5016260497591141,-0.6578133424085253,-0.5306895207555081,-0.6628780146020793
2525,20141210,000985.SH,2014,2933347133.7313,26015.834799610002,0.6141,1996680861.9588,1.9321,1.3152,14.8288,1.0145,13.03,9.91,14.5,14.6163,80.9726,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,4074.05,15.31,56.18,1.98,3.49,1.7865,12.95,10.9,166.84,270170.33,36.437027,351773.6,3.58090260326529,3935.36,3.52420108960807,0.25,0.0,0.011800000000000001,95.21779405952674,-6.854271356783924,9.369694277518972,230.0,12.419993319994708,-8.1875,0.0,0.0,0.01675,0.012259925000000005,201412,24.67,-0.3537,11.9,7.9,1197.0,0.019840000197291374,-0.4730861485004425,0.9476344585418701,-0.9812808632850647,-0.2976280450820923,7.34807825088501,0.014026404358446598,-0.14911411702632904,-0.5206979513168335,-0.45988046916647624,-0.6544887847103374,-0.48366353353297464,-0.6595104337868716
2536,20141211,000985.SH,2014,2934295810.2774,26014.47389805,0.6141,1998001253.107,1.9256,1.3111,14.789,1.0136,13.02,9.95,14.49,14.5905,80.9684,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,4078.68,15.33,57.69,1.98,3.55,1.7836,12.93,10.85,166.28,269711.04,36.382344,364370.27,-0.15007536152716883,4074.05,0.11364612609072733,0.0,0.25,0.01198888888888889,95.08316109810637,-7.104271356783921,9.363973093143931,231.0,0.012915441975429496,-0.18,0.44,1.0,0.01576,0.011262400000000002,201412,24.67,-0.3537,11.9,7.9,1198.0,0.016750000417232513,0.4275256097316742,8.955134391784668,0.018719155341386795,0.14237195253372192,7.34807825088501,0.010936404578387737,-0.14911411702632904,0.4533524811267853,-0.4608568676286786,-0.6501783429927922,-0.48695659332029717,-0.65456318935073
2547,20141212,000985.SH,2014,2932834244.0443,26027.70832897,0.6144,1998133597.4162,1.9371,1.3198,14.8714,1.0206,13.03,9.89,14.55,14.5715,81.0096,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,4105.88,15.43,58.43,1.99,3.6,1.769,12.93,10.83,167.09,271867.92,36.67549,363823.44,0.8057369805529957,4078.68,0.6668824227446191,0.0,0.0,0.012031388888888888,95.89095886662857,-6.58668341708543,9.419610195501257,232.0,0.4447321657657328,-10.483333333333333,0.0,0.0,0.01336,0.008858375000000003,201412,24.67,-0.3537,11.9,7.9,1199.0,0.01576000079512596,-0.6722599267959595,-1.3481988906860352,-0.9812808632850647,-0.2976280450820923,7.34807825088501,0.009946404956281185,-0.14911411702632904,-0.7176442742347717,-0.39517184962955787,-0.6461752468213494,-0.4033453423270186,-0.6501157759087103
2558,20141215,000985.SH,2014,2956071490.3712,26156.41368797,0.6113,2012333001.5706,1.9605,1.3346,15.083,1.0313,13.0,9.8,14.44,14.625,81.1507,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,4153.42,15.53,59.19,2.01,3.66,1.7555,12.96,10.85,168.4,274874.39,37.082265,366754.9,1.1091194691604578,4105.88,1.1578516663906413,0.222222,0.222222,0.012277777777777778,94.40999629100455,-5.25753768844221,9.960683194854699,233.0,1.340620481363585,-10.483333333333333,0.0,0.0,0.01305,0.00854384166666667,201412,24.67,-0.3537,11.9,7.9,1200.0,0.01336000021547079,-0.719929039478302,-1.3481988906860352,-0.9812808632850647,-0.2976280450820923,7.34807825088501,0.007546403910964727,-0.14911411702632904,-0.7511044144630432,-0.4156591237483541,-0.6425168304944372,-0.4312924584368051,-0.6461912490326847
2569,20141216,000985.SH,2014,2955686560.8386,26151.46652735,0.6112,2012801920.8757,1.9974,1.3602,15.3734,1.0517,12.99,9.79,14.42,14.6181,81.1353,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,4210.72,15.85,58.86,2.05,3.65,1.7253,12.97,10.82,171.44,280470.51,37.870096999999994,370822.65,2.124551992711332,4153.42,1.3795859797468113,0.0,0.5,0.012681111111111112,94.14073036816383,-3.4334170854271338,9.939885498039699,234.0,1.9032574755139693,-10.483333333333333,0.0,0.0,0.0148,0.010287425000000003,201412,24.67,-0.3537,11.9,7.9,1201.0,0.013050000183284283,-0.7260862588882446,-1.3481988906860352,-0.9812808632850647,-0.2976280450820923,7.34807825088501,0.007236403878778219,-0.14911411702632904,-0.7554263472557068,-0.43815616235575305,-0.6391914043110094,-0.45972978660114794,-0.642761553350227
2580,20141217,000985.SH,2014,2956966104.6001,26122.413065880002,0.6103,2012529786.2587,2.0167,1.3726,15.5369,1.0623,12.98,9.83,14.29,14.626,81.0425,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,4225.94,15.98,58.13,2.07,3.59,1.7132,12.96,10.87,173.72,284112.29,38.373675,378700.97,1.3297510170095395,4210.72,0.36145837291483573,0.25,0.5,0.013154166666666666,92.3905018696991,-2.4064070351758837,9.817745723431164,235.0,0.13065215535024047,-10.483333333333333,0.0,0.0,0.01763,0.013109558333333337,201412,24.67,-0.3537,11.9,7.9,1202.0,0.014800000004470348,-0.6913275718688965,-1.3481988906860352,-0.9812808632850647,-0.2976280450820923,7.34807825088501,0.008986404165625572,-0.14911411702632904,-0.7310283780097961,-0.45944507119310485,-0.6361421468330892,-0.4860228002735677,-0.6397523453028197
2591,20141218,000985.SH,2014,2957522801.5483,26113.11733095,0.6097,2013032072.4524,2.0099,1.3681,15.4945,1.0625,12.97,9.85,14.25,14.5826,81.0137,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,4212.88,15.96,57.73,2.06,3.58,1.7181,12.94,10.86,173.19,282044.43,38.102106,383736.75,-0.7076960963472989,4225.94,-0.3090436683909292,0.0,0.0,0.013544444444444446,91.85197002401765,-2.6727386934673336,9.778666766510883,236.0,0.09550798897252263,-10.483333333333333,0.0,0.0,0.01419,0.009664416666666668,201412,24.67,-0.3537,11.9,7.9,1203.0,0.017629999667406082,-0.635117769241333,-1.3481988906860352,-0.9812808632850647,-0.2976280450820923,7.34807825088501,0.011816403828561306,-0.14911411702632904,-0.6915732622146606,-0.4765899458599566,-0.6332917877838382,-0.5078084273737875,-0.6370695079834054
2602,20141219,000985.SH,2014,2956555379.0405,26105.67166435,0.6096,2012957615.7863,2.0295,1.3818,15.649,1.0754,12.97,9.82,14.22,14.5517,80.9901,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,4217.02,16.13,56.34,2.08,3.52,1.7055,12.94,10.87,175.34,285022.37,38.538812,381021.06,1.1461466198220194,4212.88,0.09827006703253538,0.25,0.0,0.013891666666666667,91.44807113975656,-1.7022613065326684,9.74736543461026,237.0,0.009657006074578997,-12.325714285714286,0.0,0.0,0.01694,0.012407250000000003,201412,24.67,-0.3537,11.9,7.9,1204.0,0.014189999550580978,-0.7982466220855713,-3.190579891204834,-0.9812808632850647,-0.2976280450820923,7.34807825088501,0.008376403711736202,-0.14911411702632904,-0.8519327044487,-0.4883111393746092,-0.6308119679061296,-0.5241485948220846,-0.6349578088461174
2613,20141222,000985.SH,2014,2961260576.2197,26093.92328646,0.609,2013716907.0052,2.0252,1.3772,15.6287,1.0617,12.96,9.99,14.17,14.7205,80.9352,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,4136.18,16.11,53.66,2.08,3.34,1.7183,12.95,10.88,175.14,283644.16,38.478858,385388.12,-0.155567846772231,4217.02,-1.9169935167487995,0.4,0.1,0.014185000000000001,90.77490633265475,-1.8297738693467316,9.697975649197522,238.0,3.67486414325693,-12.325714285714286,0.0,0.0,0.01984,0.017544200000000003,201412,24.67,-0.3537,11.9,7.9,1205.0,0.016939999535679817,-0.7436257600784302,-3.190579891204834,-0.9812808632850647,-0.2976280450820923,7.34807825088501,0.011126403696835041,-0.14911411702632904,-0.8135929703712463,-0.5112270773621815,-0.628620360429077,-0.5532947981358352,-0.6333114631463306
2624,20141223,000985.SH,2014,2962677287.7986,26084.29825702,0.6087,2014123582.4024,1.9706,1.3396,15.2158,1.0306,12.95,10.04,14.12,14.7645,80.8595,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,4055.34,15.67,52.95,2.02,3.3,1.7625,12.94,10.84,169.89,275830.01,37.376208,384788.58,-2.865599597576418,4136.18,-1.9544603958241646,0.0,0.0,0.014337500000000001,90.10174152555292,-4.423366834170856,9.657512349235269,239.0,3.8199154388451504,-12.325714285714286,0.0,0.0,0.01427,0.009719600000000004,201412,24.67,-0.3537,11.9,7.9,1206.0,0.019840000197291374,-0.6860256791114807,-3.190579891204834,-0.9812808632850647,-0.2976280450820923,7.34807825088501,0.014026404358446598,-0.14911411702632904,-0.7731620073318481,-0.5284101173772726,-0.6266364036596147,-0.5764402259566441,-0.6320288865335488
2635,20141224,000985.SH,2014,2962912026.3278,26078.229915239997,0.6085,2014795280.0003,1.942,1.3206,15.0039,1.0157,12.94,10.05,14.1,14.7714,80.8419,2014,5944.98,23787.059999999998,15.92,22142.41,7.427601602535572,中证全A,4027.01,15.42,53.93,1.99,3.38,1.7855,12.93,10.87,167.51,271568.39,36.769022,373762.08,-1.6245254200212167,4055.34,-0.6985850754807177,0.0,0.333333,0.014350000000000002,89.83247560271221,-5.754396984924624,9.6320012445422,240.0,0.48802110768440005,-12.325714285714286,0.0,0.0,0.01228,0.007726908333333338,201412,24.67,-0.3537,11.9,7.9,1207.0,0.014270000159740448,-0.7966576814651489,-3.190579891204834,-0.9812808632850647,-0.2976280450820923,7.34807825088501,0.008456404320895672,-0.14911411702632904,-0.8508172631263733,-0.5400638603013955,-0.6249717856366156,-0.5939325108716641,-0.6312121546061753
